id,category,product_id
12308,fashion/clothes,3023
12309,meat/meat-products,3023
12310,pastry/sweet,3024
12311,dairy/joghurts,3024
12312,snacks/sweet,3024
12313,basic/canned-fish,3025
12314,baby/food,3025
12315,health/lady,3025
12316,fruits-veg/vegetable,3026
12317,basic/canned-fruits-vegetable,3026
12318,snacks/sweet,3026
12319,free-time/books-news-magazines,3027
12320,fruits-veg/vegetable,3027
12321,basic/spread,3027
12322,meat/fish,3028
12323,dairy/cheese,3028
12324,basic/canned-fruits-vegetable,3028
12325,basic/spread,2344
12326,basic/sauces,2344
12327,pastry/basic,2344
12328,snacks/salty,3029
12329,fruits-veg/dried-nuts,3029
12330,snacks/sweet,3029
12331,fruits-veg/fruit,3030
12332,home/decorations,3030
12333,drinks/alcohol,3030
12334,fruits-veg/vegetable,3031
12335,free-time/books-news-magazines,3031
12336,dairy/cheese,3031
12337,meat/meat,3032
12338,frozen/meat,3032
12339,fashion/clothes,3032
12340,pastry/sweet,3033
12341,dairy/joghurts,3033
12342,meat/fish,3033
12343,fruits-veg/vegetable,3034
12344,dairy/cheese,3034
12345,drinks/beer,3034
12346,fruits-veg/vegetable,3035
12347,basic/canned-fruits-vegetable,3035
12348,basic/flavoring,3035
12349,basic/canned-fruits-vegetable,3036
12350,drinks/wine,3036
12351,basic/oil-acid-grease,3036
12352,dairy/cheese,3037
12353,drinks/alcohol,3037
12354,meat/smoked,3037
12355,fruits-veg/vegetable,3038
12356,drinks/alcohol,3038
12357,fruits-veg/fruit,3038
12358,dairy/cheese,3039
12359,drinks/alcohol,3039
12360,basic/instant,3039
12361,dairy/cheese,3040
12362,fruits-veg/vegetable,3040
12363,free-time/books-news-magazines,3040
12364,fruits-veg/vegetable,3041
12365,dairy/cheese,3041
12366,basic/canned-fruits-vegetable,3041
12367,fruits-veg/fruit,3042
12368,meat/meat-products,3042
12369,free-time/books-news-magazines,3042
12370,frozen/fruit-vegetable,3043
12371,drugstore/beauty,3043
12372,home/maintenence,3043
12373,dairy/milk,2334
12374,drinks/mineral-water,2334
12375,drinks/wine,2334
12376,basic/sugar-flour-rice,3044
12377,basic/spices,3044
12378,basic/oil-acid-grease,3044
12379,snacks/sweet,3045
12380,dairy/milk,3045
12381,drugstore/dental,3045
12382,drinks/juice,3046
12383,fruits-veg/fruit,3046
12384,other,3046
12385,dairy/cheese,2314
12386,fruits-veg/vegetable,2314
12387,drinks/beer,2314
12388,pastry/basic,3047
12389,pastry/other,3047
12390,pastry/salty,3047
12391,fruits-veg/vegetable,2330
12392,dairy/cheese,2330
12393,dairy/milk,2330
12394,fruits-veg/vegetable,3048
12395,other,3048
12396,frozen/fruit-vegetable,3048
12397,fruits-veg/vegetable,3049
12398,dairy/cheese,3049
12399,drinks/beer,3049
12400,meat/meat-products,3050
12401,fruits-veg/vegetable,3050
12402,meat/smoked,3050
12403,basic/sauces,3051
12404,basic/spread,3051
12405,dairy/cheese,3051
12406,meat/deli,3052
12407,basic/instant,3052
12408,fruits-veg/vegetable,3052
12409,dairy/cream,3053
12410,basic/baking,3053
12411,fruits-veg/dried-nuts,3053
12412,basic/spread,3054
12413,basic/baking,3054
12414,drinks/beer,3054
12415,fruits-veg/vegetable,2348
12416,basic/spread,2348
12417,dairy/cheese,2348
12418,dairy/joghurts,3055
12419,basic/canned-fruits-vegetable,3055
12420,pastry/sweet,3055
12421,fruits-veg/vegetable,3056
12422,drinks/beer,3056
12423,home/cleaning,3056
12424,dairy/cheese,3057
12425,fruits-veg/fruit,3057
12426,drinks/alcohol,3057
12427,fruits-veg/dried-nuts,3058
12428,home/laundry,3058
12429,hazard,3058
12430,fruits-veg/vegetable,3059
12431,home/office,3059
12432,health/vitamins-ointments,3059
12433,fruits-veg/vegetable,3060
12434,basic/spread,3060
12435,drinks/beer,3060
12436,baby/food,3061
12437,snacks/sweet,3061
12438,basic/morning,3061
12439,dairy/cheese,3063
12440,meat/meat-products,3063
12441,fruits-veg/vegetable,3063
12442,dairy/joghurts,3064
12443,basic/jams-marmelade-honey,3064
12444,pastry/sweet,3064
12445,snacks/sweet,3065
12446,baby/food,3065
12447,pastry/sweet,3065
12448,basic/jams-marmelade-honey,3066
12449,dairy/joghurts,3066
12450,basic/canned-fruits-vegetable,3066
12451,fruits-veg/vegetable,3068
12452,dairy/cheese,3068
12453,free-time/toys,3068
12454,dairy/cream,3069
12455,basic/spread,3069
12456,health/lady,3069
12457,meat/smoked,3070
12458,meat/meat-products,3070
12459,fruits-veg/vegetable,3070
12460,basic/morning,2335
12461,basic/wheat-legumes,2335
12462,baby/food,2335
12463,snacks/sweet,3071
12464,drinks/non-alcoholic,3071
12465,dairy/milk,3071
12466,basic/canned-fruits-vegetable,3072
12467,frozen/sweet,3072
12468,dairy/joghurts,3072
12469,fruits-veg/vegetable,3073
12470,snacks/sweet,3073
12471,basic/tea-coffee-soups,3073
12472,basic/sugar-flour-rice,3074
12473,fruits-veg/vegetable,3074
12474,dairy/eggs,3074
12475,basic/sugar-flour-rice,3076
12476,pastry/salty,3076
12477,fruits-veg/vegetable,3076
12478,drinks/non-alcoholic,3077
12479,drinks/mineral-water,3077
12480,drinks/juice,3077
12481,home/maintenence,3007
12482,snacks/sweet,3007
12483,drinks/beer,3007
12484,pastry/sweet,3011
12485,home/accessories,3011
12486,other,3011
12487,home/plants-garden,3015
12488,fruits-veg/dried-nuts,3015
12489,home/maintenence,3015
12490,home/plants-garden,3017
12491,fruits-veg/dried-nuts,3017
12492,home/maintenence,3017
12493,home/plants-garden,3062
12494,fruits-veg/dried-nuts,3062
12495,home/maintenence,3062
12496,home/plants-garden,3067
12497,fruits-veg/dried-nuts,3067
12498,home/maintenence,3067
12499,home/plants-garden,3075
12500,fruits-veg/dried-nuts,3075
12501,home/maintenence,3075
12502,home/plants-garden,3078
12503,fruits-veg/dried-nuts,3078
12504,home/maintenence,3078
12505,home/maintenence,3079
12506,health/vitamins-ointments,3079
12507,baby/supplies-hygiene,3079
12508,health/vitamins-ointments,3080
12509,health/medical-supplies,3080
12510,basic/sugar-flour-rice,3080
12511,home/office,3081
12512,fashion/clothes,3081
12513,meat/fish,3081
12514,drinks/beer,3083
12515,frozen/sweet,3083
12516,frozen/fruit-vegetable,3083
12517,free-time/toys,3085
12518,pets,3085
12519,free-time/books-news-magazines,3085
12520,home/office,3087
12521,pastry/sweet,3087
12522,home/maintenence,3087
12523,home/maintenence,3089
12524,home/office,3089
12525,meat/fish,3089
12526,home/office,3091
12527,fashion/clothes,3091
12528,fruits-veg/fruit,3091
12529,home/bags,2850
12530,other,2850
12531,pastry/sweet,2850
12532,basic/tea-coffee-soups,3093
12533,drinks/non-alcoholic,3093
12534,basic/canned-fruits-vegetable,3093
12535,snacks/salty,3094
12536,drinks/juice,3094
12537,drugstore/hygiene,3094
12538,basic/baking,3095
12539,home/laundry,3095
12540,dairy/joghurts,3095
12541,health/medical-supplies,3096
12542,home/maintenence,3096
12543,home/accessories,3096
12544,home/maintenence,3097
12545,home/accessories,3097
12546,health/medical-supplies,3097
12547,fruits-veg/fruit,3098
12548,drinks/alcohol,3098
12549,basic/sauces,3098
12550,snacks/salty,3099
12551,home/cleaning,3099
12552,fruits-veg/dried-nuts,3099
12553,pastry/basic,3100
12554,pastry/other,3100
12555,pastry/salty,3100
12556,home/office,3101
12557,home/maintenence,3101
12558,home/accessories,3101
12559,other,3082
12560,home/bags,3082
12561,pastry/sweet,3082
12562,other,3084
12563,home/bags,3084
12564,pastry/sweet,3084
12565,other,3086
12566,home/bags,3086
12567,pastry/sweet,3086
12568,other,3088
12569,home/bags,3088
12570,pastry/sweet,3088
12571,other,3090
12572,home/bags,3090
12573,pastry/sweet,3090
12574,other,3092
12575,home/bags,3092
12576,pastry/sweet,3092
12577,health/vitamins-ointments,3102
12578,health/medical-supplies,3102
12579,drugstore/dental,3102
12580,health/medical-supplies,3103
12581,health/vitamins-ointments,3103
12582,drugstore/dental,3103
12583,dairy/joghurts,3104
12584,dairy/lact-free,3104
12585,dairy/cheese,3104
12586,pastry/sweet,3105
12587,meat/deli,3105
12588,basic/sugar-flour-rice,3105
12589,home/maintenence,3107
12590,drugstore/beauty,3107
12591,auto/care,3107
12592,pastry/basic,3109
12593,basic/spread,3109
12594,fruits-veg/fruit,3109
12595,dairy/cheese,3111
12596,drinks/beer,3111
12597,dairy/joghurts,3111
12598,dairy/cheese,377
12599,dairy/joghurts,377
12600,frozen/instant,377
12601,fruits-veg/dried-nuts,389
12602,basic/canned-fruits-vegetable,389
12603,eating,389
12604,home/plants-garden,3115
12605,dairy/joghurts,3115
12606,fruits-veg/vegetable,3115
12607,basic/instant,3117
12608,pastry/basic,3117
12609,dairy/cheese,3117
12610,fruits-veg/fruit,3119
12611,snacks/salty,3119
12612,drinks/alcohol,3119
12613,dairy/milk,378
12614,fruits-veg/vegetable,378
12615,drinks/mineral-water,378
12616,fruits-veg/fruit,3121
12617,drinks/alcohol,3121
12618,meat/meat-products,3121
12619,basic/canned-fruits-vegetable,3123
12620,fruits-veg/vegetable,3123
12621,home/office,3123
12622,fruits-veg/vegetable,506
12623,dairy/cheese,506
12624,basic/canned-fruits-vegetable,506
12625,fruits-veg/vegetable,3125
12626,free-time/books-news-magazines,3125
12627,snacks/salty,3125
12628,fruits-veg/fruit,3126
12629,meat/meat-products,3126
12630,drinks/alcohol,3126
12631,basic/sauces,3127
12632,basic/spread,3127
12633,drinks/alcohol,3127
12634,pastry/sweet,501
12635,snacks/sweet,501
12636,home/accessories,501
12637,fruits-veg/vegetable,3129
12638,basic/spices,3129
12639,dairy/cheese,3129
12640,snacks/sweet,3130
12641,dairy/milk,3130
12642,pastry/sweet,3130
12643,snacks/sweet,3131
12644,dairy/milk,3131
12645,pastry/sweet,3131
12646,fruits-veg/fruit,3132
12647,free-time/books-news-magazines,3132
12648,meat/meat-products,3132
12649,dairy/cheese,2015
12650,dairy/joghurts,2015
12651,fruits-veg/vegetable,2015
12652,pastry/sweet,2014
12653,snacks/sweet,2014
12654,meat/meat,2014
12655,fruits-veg/vegetable,3133
12656,home/plants-garden,3133
12657,fruits-veg/fruit,3133
12658,meat/meat,3134
12659,meat/fish,3134
12660,basic/instant,3134
12661,pastry/basic,3135
12662,basic/spread,3135
12663,meat/meat,3135
12664,drugstore/beauty,750
12665,drinks/alcohol,750
12666,home/maintenence,750
12667,fruits-veg/vegetable,3136
12668,meat/meat-products,3136
12669,basic/spices,3136
12670,fruits-veg/vegetable,3137
12671,drinks/alcohol,3137
12672,basic/canned-fruits-vegetable,3137
12673,pastry/sweet,3138
12674,pastry/salty,3138
12675,basic/baking,3138
12676,pastry/sweet,3139
12677,home/office,3139
12678,health/vitamins-ointments,3139
12679,snacks/salty,3140
12680,frozen/fruit-vegetable,3140
12681,basic/canned-fruits-vegetable,3140
12682,snacks/sweet,3141
12683,dairy/joghurts,3141
12684,health/vitamins-ointments,3141
12685,snacks/salty,1186
12686,fruits-veg/vegetable,1186
12687,frozen/instant,1186
12688,dairy/cheese,3142
12689,basic/spread,3142
12690,meat/meat-products,3142
12691,snacks/salty,3143
12692,basic/instant,3143
12693,basic/canned-fruits-vegetable,3143
12694,basic/pasta,3145
12695,basic/canned-fish,3145
12696,free-time/books-news-magazines,3145
12697,basic/spices,3146
12698,meat/meat-products,3146
12699,basic/spread,3146
12700,dairy/joghurts,385
12701,dairy/lact-free,385
12702,basic/canned-fruits-vegetable,385
12703,snacks/sweet,3147
12704,pastry/sweet,3147
12705,dairy/joghurts,3147
12706,dairy/cheese,1167
12707,dairy/joghurts,1167
12708,basic/baking,1167
12709,pastry/basic,392
12710,pastry/salty,392
12711,pastry/sweet,392
12712,snacks/sweet,567
12713,drinks/non-alcoholic,567
12714,dairy/joghurts,567
12715,pastry/sweet,583
12716,home/decorations,583
12717,drinks/wine,583
12718,pastry/sweet,391
12719,dairy/joghurts,391
12720,snacks/sweet,391
12721,frozen/sweet,3151
12722,drinks/non-alcoholic,3151
12723,dairy/joghurts,3151
12724,fruits-veg/vegetable,3152
12725,dairy/cheese,3152
12726,drinks/beer,3152
12727,fruits-veg/vegetable,3153
12728,dairy/cheese,3153
12729,free-time/books-news-magazines,3153
12730,fruits-veg/fruit,3154
12731,home/plants-garden,3154
12732,health/vitamins-ointments,3154
12733,dairy/joghurts,602
12734,dairy/lact-free,602
12735,basic/canned-fruits-vegetable,602
12736,dairy/milk,600
12737,fruits-veg/vegetable,600
12738,snacks/sweet,600
12739,dairy/cream,3155
12740,basic/spread,3155
12741,basic/baking,3155
12742,meat/meat-products,1401
12743,pastry/basic,1401
12744,fruits-veg/fruit,1401
12745,meat/meat-products,783
12746,free-time/books-news-magazines,783
12747,dairy/cheese,783
12748,dairy/cheese,3156
12749,fruits-veg/vegetable,3156
12750,free-time/books-news-magazines,3156
12751,dairy/cheese,3157
12752,snacks/sweet,3157
12753,eating,3157
12754,baby/fake-food,2390
12755,eating,2390
12756,fruits-veg/fruit,2390
12757,fruits-veg/vegetable,3158
12758,basic/spices,3158
12759,frozen/fruit-vegetable,3158
12760,fruits-veg/vegetable,3159
12761,fruits-veg/fruit,3159
12762,drinks/alcohol,3159
12763,home/maintenence,864
12764,home/accessories,864
12765,home/plants-garden,864
12766,fruits-veg/fruit,3160
12767,drinks/wine,3160
12768,dairy/cheese,3160
12769,fruits-veg/fruit,3161
12770,fruits-veg/vegetable,3161
12771,drinks/alcohol,3161
12772,fruits-veg/vegetable,3162
12773,basic/spices,3162
12774,dairy/cheese,3162
12775,fruits-veg/vegetable,3163
12776,dairy/cheese,3163
12777,basic/canned-fruits-vegetable,3163
12778,fruits-veg/fruit,3164
12779,home/maintenence,3164
12780,home/plants-garden,3164
12781,snacks/sweet,1299
12782,pastry/sweet,1299
12783,drinks/alcohol,1299
12784,pastry/sweet,3165
12785,snacks/sweet,3165
12786,home/bags,3165
12787,fruits-veg/fruit,3166
12788,free-time/books-news-magazines,3166
12789,drinks/alcohol,3166
12790,pastry/salty,2544
12791,dairy/cheese,2544
12792,basic/spread,2544
12793,fruits-veg/fruit,3167
12794,meat/meat-products,3167
12795,free-time/books-news-magazines,3167
12796,pastry/basic,1052
12797,pastry/salty,1052
12798,home/accessories,1052
12799,pastry/basic,648
12800,pastry/other,648
12801,basic/instant,648
12802,meat/meat,3168
12803,meat/fish,3168
12804,fashion/clothes,3168
12805,meat/meat,3169
12806,basic/jams-marmelade-honey,3169
12807,meat/fish,3169
12808,meat/meat-products,3170
12809,basic/spread,3170
12810,other,3170
12811,free-time/books-news-magazines,3171
12812,fruits-veg/vegetable,3171
12813,snacks/salty,3171
12814,fruits-veg/fruit,3172
12815,pastry/basic,3172
12816,drinks/alcohol,3172
12817,fruits-veg/vegetable,3173
12818,dairy/cheese,3173
12819,free-time/books-news-magazines,3173
12820,dairy/joghurts,602
12821,dairy/lact-free,602
12822,basic/canned-fruits-vegetable,602
12823,fruits-veg/fruit,3174
12824,drinks/alcohol,3174
12825,meat/meat-products,3174
12826,fruits-veg/vegetable,3175
12827,snacks/sweet,3175
12828,fruits-veg/fruit,3175
12829,dairy/milk,600
12830,drinks/mineral-water,600
12831,drinks/non-alcoholic,600
12832,snacks/sweet,360
12833,basic/tea-coffee-soups,360
12834,pastry/sweet,360
12835,basic/spread,3176
12836,dairy/cream,3176
12837,meat/meat-products,3176
12838,fruits-veg/vegetable,3177
12839,basic/canned-fruits-vegetable,3177
12840,dairy/cheese,3177
12841,pastry/sweet,3178
12842,snacks/sweet,3178
12843,basic/tea-coffee-soups,3178
12844,meat/meat-products,2388
12845,basic/spread,2388
12846,meat/smoked,2388
12847,meat/smoked,3179
12848,meat/meat-products,3179
12849,basic/instant,3179
12850,basic/baking,639
12851,basic/spread,639
12852,drinks/non-alcoholic,639
12853,dairy/cheese,635
12854,drinks/alcohol,635
12855,basic/tea-coffee-soups,635
12856,dairy/cheese,3180
12857,drinks/alcohol,3180
12858,drinks/wine,3180
12859,dairy/cheese,3181
12860,fruits-veg/vegetable,3181
12861,drinks/alcohol,3181
12862,basic/sauces,3182
12863,basic/spread,3182
12864,meat/meat-products,3182
12865,dairy/cheese,3183
12866,frozen/instant,3183
12867,drinks/alcohol,3183
12868,fruits-veg/fruit,3184
12869,snacks/salty,3184
12870,snacks/sweet,3184
12871,fruits-veg/vegetable,3185
12872,basic/canned-fruits-vegetable,3185
12873,pastry/basic,3185
12874,dairy/cheese,3186
12875,drinks/beer,3186
12876,drinks/alcohol,3186
12877,snacks/sweet,3187
12878,home/accessories,3187
12879,pastry/sweet,3187
12880,snacks/sweet,929
12881,dairy/joghurts,929
12882,health/vitamins-ointments,929
12883,fruits-veg/dried-nuts,3188
12884,free-time/books-news-magazines,3188
12885,basic/baking,3188
12886,pastry/sweet,2564
12887,dairy/butter,2564
12888,pastry/salty,2564
12889,pastry/basic,610
12890,meat/meat,610
12891,basic/instant,610
12892,pastry/basic,370
12893,basic/instant,370
12894,meat/meat,370
12895,dairy/lact-free,3189
12896,home/office,3189
12897,basic/canned-fruits-vegetable,3189
12898,pastry/other,611
12899,pastry/salty,611
12900,basic/instant,611
12901,fruits-veg/vegetable,795
12902,drinks/alcohol,795
12903,dairy/cheese,795
12904,pastry/salty,3190
12905,meat/meat-products,3190
12906,pastry/basic,3190
12907,free-time/books-news-magazines,3191
12908,fruits-veg/dried-nuts,3191
12909,fruits-veg/fruit,3191
12910,basic/spices,3192
12911,fruits-veg/vegetable,3192
12912,drinks/alcohol,3192
12913,home/maintenence,2038
12914,health/medical-supplies,2038
12915,other,2038
12916,home/cleaning,3193
12917,home/maintenence,3193
12918,health/vitamins-ointments,3193
12919,home/maintenence,3194
12920,drugstore/hygiene,3194
12921,baby/supplies-hygiene,3194
12922,baby/food,1022
12923,dairy/joghurts,1022
12924,baby/supplies-hygiene,1022
12925,baby/food,3195
12926,home/maintenence,3195
12927,basic/tea-coffee-soups,3195
12928,baby/food,846
12929,basic/spread,846
12930,fruits-veg/fruit,846
12931,drugstore/beauty,3196
12932,drugstore/hygiene,3196
12933,drinks/non-alcoholic,3196
12934,home/decorations,3197
12935,basic/jams-marmelade-honey,3197
12936,drinks/wine,3197
12937,baby/supplies-hygiene,2039
12938,health/vitamins-ointments,2039
12939,snacks/sweet,2039
12940,basic/canned-fish,3198
12941,basic/instant,3198
12942,basic/flavoring,3198
12943,basic/sauces,3199
12944,dairy/joghurts,3199
12945,baby/fake-food,3199
12946,dairy/lact-free,3200
12947,health/medical-supplies,3200
12948,drugstore/beauty,3200
12949,basic/flavoring,3201
12950,health/medical-supplies,3201
12951,drugstore/beauty,3201
12952,health/medical-supplies,3202
12953,home/maintenence,3202
12954,home/office,3202
12955,fruits-veg/vegetable,365
12956,basic/canned-fruits-vegetable,365
12957,dairy/cheese,365
12958,fruits-veg/vegetable,3203
12959,snacks/sweet,3203
12960,dairy/joghurts,3203
12961,drinks/alcohol,1860
12962,fruits-veg/vegetable,1860
12963,fruits-veg/fruit,1860
12964,snacks/sweet,3204
12965,pastry/sweet,3204
12966,basic/tea-coffee-soups,3204
12967,dairy/milk,600
12968,fruits-veg/vegetable,600
12969,drinks/mineral-water,600
12970,baby/food,3205
12971,basic/tea-coffee-soups,3205
12972,snacks/sweet,3205
12973,home/maintenence,3206
12974,baby/food,3206
12975,home/cleaning,3206
12976,dairy/cheese,3180
12977,drinks/alcohol,3180
12978,fruits-veg/vegetable,3180
12979,dairy/cheese,3157
12980,snacks/sweet,3157
12981,fruits-veg/dried-nuts,3157
12982,dairy/cheese,3181
12983,fruits-veg/vegetable,3181
12984,drinks/alcohol,3181
12985,home/maintenence,2509
12986,snacks/sweet,2509
12987,drugstore/hygiene,2509
12988,pastry/sweet,879
12989,snacks/sweet,879
12990,dairy/joghurts,879
12991,pastry/basic,370
12992,basic/instant,370
12993,meat/meat,370
12994,pastry/basic,610
12995,meat/meat,610
12996,basic/instant,610
12997,fruits-veg/vegetable,3207
12998,dairy/cheese,3207
12999,basic/tea-coffee-soups,3207
13000,fruits-veg/fruit,3208
13001,snacks/salty,3208
13002,free-time/books-news-magazines,3208
13003,basic/sauces,3209
13004,basic/spread,3209
13005,basic/pasta,3209
13006,fruits-veg/fruit,3210
13007,meat/meat-products,3210
13008,free-time/books-news-magazines,3210
13009,snacks/sweet,3211
13010,pastry/sweet,3211
13011,fruits-veg/vegetable,3211
13012,pastry/sweet,3212
13013,snacks/sweet,3212
13014,auto/care,3212
13015,fashion/clothes,3213
13016,home/accessories,3213
13017,pastry/basic,3213
13018,basic/tea-coffee-soups,3214
13019,pastry/sweet,3214
13020,snacks/sweet,3214
13021,drinks/beer,3215
13022,drinks/juice,3215
13023,dairy/joghurts,3215
13024,drinks/alcohol,3216
13025,frozen/sweet,3216
13026,snacks/sweet,3216
13027,snacks/sweet,625
13028,dairy/joghurts,625
13029,fruits-veg/vegetable,625
13030,fruits-veg/fruit,658
13031,meat/meat-products,658
13032,eating,658
13033,frozen/sweet,653
13034,drinks/alcohol,653
13035,snacks/sweet,653
13036,pastry/sweet,3217
13037,drinks/beer,3217
13038,pastry/basic,3217
13039,pastry/sweet,3218
13040,snacks/sweet,3218
13041,pastry/salty,3218
13042,health/medical-supplies,3219
13043,health/vitamins-ointments,3219
13044,dairy/lact-free,3219
13045,health/medical-supplies,3220
13046,health/vitamins-ointments,3220
13047,home/maintenence,3220
13048,snacks/sweet,3221
13049,home/accessories,3221
13050,fruits-veg/vegetable,3221
13051,home/plants-garden,3222
13052,home/accessories,3222
13053,home/maintenence,3222
13054,fruits-veg/vegetable,3223
13055,snacks/salty,3223
13056,dairy/cheese,3223
13057,drinks/non-alcoholic,3224
13058,drinks/beer,3224
13059,fruits-veg/fruit,3224
13060,dairy/milk,3225
13061,drinks/mineral-water,3225
13062,dairy/cheese,3225
13063,drinks/beer,3226
13064,drinks/non-alcoholic,3226
13065,basic/tea-coffee-soups,3226
13066,drugstore/hygiene,3227
13067,home/maintenence,3227
13068,drinks/wine,3227
13069,snacks/sweet,913
13070,health/vitamins-ointments,913
13071,dairy/lact-free,913
13072,snacks/sweet,3228
13073,health/vitamins-ointments,3228
13074,home/maintenence,3228
13075,snacks/sweet,3229
13076,health/vitamins-ointments,3229
13077,home/maintenence,3229
13078,basic/spices,3230
13079,basic/flavoring,3230
13080,basic/canned-fruits-vegetable,3230
13081,dairy/joghurts,3231
13082,drinks/beer,3231
13083,basic/spices,3231
13084,dairy/cheese,3232
13085,drinks/alcohol,3232
13086,fruits-veg/vegetable,3232
13087,snacks/salty,3233
13088,home/laundry,3233
13089,snacks/sweet,3233
13090,free-time/books-news-magazines,3234
13091,basic/pasta,3234
13092,fruits-veg/dried-nuts,3234
13093,basic/instant,3235
13094,frozen/instant,3235
13095,pastry/basic,3235
13096,fruits-veg/vegetable,3236
13097,drinks/non-alcoholic,3236
13098,home/cleaning,3236
13099,dairy/lact-free,3237
13100,fruits-veg/fruit,3237
13101,basic/canned-fruits-vegetable,3237
13102,dairy/joghurts,3238
13103,pastry/basic,3238
13104,basic/jams-marmelade-honey,3238
13105,dairy/joghurts,3239
13106,basic/canned-fruits-vegetable,3239
13107,baby/supplies-hygiene,3239
13108,drugstore/beauty,3240
13109,home/decorations,3240
13110,dairy/joghurts,3240
13111,basic/baking,3241
13112,drinks/beer,3241
13113,home/cleaning,3241
13114,pastry/salty,3242
13115,basic/baking,3242
13116,pastry/sweet,3242
13117,basic/morning,3243
13118,basic/jams-marmelade-honey,3243
13119,pets,3243
13120,frozen/instant,3245
13121,frozen/sweet,3245
13122,pastry/salty,3245
13123,dairy/milk,600
13124,drinks/mineral-water,600
13125,baby/fake-food,600
13126,dairy/joghurts,602
13127,dairy/lact-free,602
13128,basic/canned-fruits-vegetable,602
13129,basic/spread,2484
13130,dairy/cream,2484
13131,meat/meat-products,2484
13132,dairy/butter,1066
13133,pastry/salty,1066
13134,dairy/lact-free,1066
13135,dairy/cheese,933
13136,frozen/instant,933
13137,drinks/alcohol,933
13138,dairy/cheese,3246
13139,frozen/instant,3246
13140,drinks/alcohol,3246
13141,basic/spread,3247
13142,drinks/juice,3247
13143,snacks/salty,3247
13144,fruits-veg/vegetable,726
13145,dairy/cheese,726
13146,free-time/books-news-magazines,726
13147,fruits-veg/vegetable,3248
13148,dairy/cheese,3248
13149,basic/spices,3248
13150,fruits-veg/fruit,3249
13151,meat/meat-products,3249
13152,meat/fish,3249
13153,pastry/basic,3250
13154,pastry/other,3250
13155,basic/instant,3250
13156,fruits-veg/vegetable,365
13157,dairy/cheese,365
13158,basic/canned-fruits-vegetable,365
13159,fruits-veg/fruit,3251
13160,meat/meat-products,3251
13161,drinks/alcohol,3251
13162,snacks/sweet,2509
13163,drugstore/hygiene,2509
13164,home/maintenence,2509
13165,fruits-veg/vegetable,3252
13166,fruits-veg/fruit,3252
13167,home/plants-garden,3252
13168,pastry/sweet,935
13169,snacks/sweet,935
13170,dairy/joghurts,935
13171,pastry/sweet,3253
13172,basic/spread,3253
13173,snacks/sweet,3253
13174,pastry/basic,945
13175,pastry/salty,945
13176,pastry/sweet,945
13177,pastry/sweet,936
13178,dairy/joghurts,936
13179,meat/fish,936
13180,dairy/cheese,2544
13181,pastry/salty,2544
13182,free-time/books-news-magazines,2544
13183,dairy/cheese,3254
13184,dairy/joghurts,3254
13185,pastry/sweet,3254
13186,pastry/basic,3255
13187,pastry/other,3255
13188,meat/meat,3255
13189,pastry/salty,924
13190,pastry/sweet,924
13191,meat/deli,924
13192,pastry/sweet,942
13193,snacks/sweet,942
13194,basic/jams-marmelade-honey,942
13195,pastry/sweet,2492
13196,snacks/sweet,2492
13197,dairy/milk,2492
13198,snacks/sweet,1299
13199,pastry/sweet,1299
13200,drinks/alcohol,1299
13201,snacks/salty,1177
13202,baby/supplies-hygiene,1177
13203,meat/smoked,1177
13204,fruits-veg/fruit,3256
13205,free-time/books-news-magazines,3256
13206,drinks/alcohol,3256
13207,fruits-veg/vegetable,2585
13208,meat/deli,2585
13209,dairy/cheese,2585
13210,fruits-veg/fruit,846
13211,baby/supplies-hygiene,846
13212,baby/food,846
13213,baby/food,845
13214,health/vitamins-ointments,845
13215,baby/supplies-hygiene,845
13216,baby/supplies-hygiene,1753
13217,baby/food,1753
13218,health/vitamins-ointments,1753
13219,drugstore/beauty,3257
13220,home/decorations,3257
13221,pastry/sweet,3257
13222,home/cleaning,1473
13223,home/maintenence,1473
13224,other,1473
13225,baby/food,1022
13226,dairy/joghurts,1022
13227,baby/supplies-hygiene,1022
13228,home/maintenence,3258
13229,drinks/non-alcoholic,3258
13230,home/plants-garden,3258
13231,drinks/wine,3260
13232,drinks/alcohol,3260
13233,drinks/non-alcoholic,3260
13234,health/medical-supplies,3261
13235,health/vitamins-ointments,3261
13236,home/maintenence,3261
13237,dairy/cheese,2544
13238,pastry/salty,2544
13239,free-time/books-news-magazines,2544
13240,meat/meat,3262
13241,basic/canned-fruits-vegetable,3262
13242,health/vitamins-ointments,3262
13243,dairy/cheese,601
13244,dairy/joghurts,601
13245,drinks/wine,601
13246,fruits-veg/dried-nuts,698
13247,snacks/salty,698
13248,basic/jams-marmelade-honey,698
13249,basic/canned-fish,1064
13250,pastry/salty,1064
13251,meat/deli,1064
13252,fruits-veg/fruit,3265
13253,free-time/books-news-magazines,3265
13254,drinks/alcohol,3265
13255,pastry/sweet,646
13256,meat/fish,646
13257,dairy/joghurts,646
13258,fruits-veg/fruit,3268
13259,home/plants-garden,3268
13260,fruits-veg/vegetable,3268
13261,fruits-veg/fruit,3269
13262,snacks/salty,3269
13263,fruits-veg/vegetable,3269
13264,meat/meat-products,783
13265,free-time/books-news-magazines,783
13266,fruits-veg/fruit,783
13267,fruits-veg/fruit,3251
13268,snacks/salty,3251
13269,meat/meat-products,3251
13270,dairy/cheese,3270
13271,drinks/alcohol,3270
