id,receipt_id,ico,cash_register_code,issue_date,create_date,customer_id,dic,ic_dph,invoice_number,okp,paragon,paragon_number,receipt_number,type,tax_base_basic,tax_base_reduced,total_price,free_tax_amount,vat_amount_basic,vat_amount_reduced,vat_rate_basic,vat_rate_reduced,exemption,org_building_number,org_country,org_dic,org_ic_dph,org_ico,org_municipality,org_name,org_postal_code,org_property_registration_number,org_street_name,org_vat_payer,unit_building_number,unit_cash_register_code,unit_country,unit_municipality,unit_postal_code,unit_property_registration_number,unit_street_name,unit_name,unit_type,pkp,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by
396,O-EBB62769E4574DD1B62769E4572DD143,35793783,88820202794152463,01.02.2024 17:58:48,01.02.2024 17:58:48,,2020279415,SK2020279415,,C9E42229-7996838F-FD48204C-FE380ABE-7D82E6B2,b'\x00',,69,PD,5.42,6.39,13.53,0.0,1.08,0.64,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',,88820202794152463,Slovensko,Most pri Bratislave,90046,,Bratislavská,,STANDARD,eH9zxQCxayi+4i+n2U8ytqgp5RzILF9j2/RRf4DMrLMPmzzK1dAfN4Ec9zLJCgXCwWhwC7q5edZkfVd7witLEGkarZRltyCIBYtEEtEDPKNl6EA/g4CkWKyjzHnXqorTCqaYyIh/X24VZXGE831zHrDrILMbIWFDsS6KlQhvnxFgRTDjWR6Swg9zUKhZ8c6sp1sa16ih5rdoBfBJLah0hwAt/XnoJ264lYs/t3/Hc37yBptUKtxQHpfmM3hiytghcUMtjSjvCPKdmBic9a6/nwvMIA0ob4qNnf02alCSg2yFBEcVdHpDDWRVHjr9pzaqDsE8jiwSNnAAdSXBUHkH+g==,Stravovanie/Potraviny,3,172,2024-02-01 17:57:20,2024-02-01 17:57:37,16,16
397,O-D8B689CA0B614318B689CA0B617318B4,35793783,88820202794152463,01.02.2024 18:00:44,01.02.2024 18:00:44,,2020279415,SK2020279415,,655B42DA-7CA74ACB-8670D4E4-0850C79F-DA50CBFD,b'\x00',,70,PD,1.45,0.0,1.74,0.0,0.29,0.0,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',,88820202794152463,Slovensko,Most pri Bratislave,90046,,Bratislavská,,STANDARD,LDLuDVpzJnzfYZe/dOu40sgF8EQeve6xBOY4V24JjPwlf2oflhMCsbPY6Eczm0AY9F/AcBkdUNZA4e0V8/KD6bYxBoiWdpWcGEGlNrFe10XQ1qJw3AqcAshEpR8J9Hln20t4+8oYUOAS+ZnYdPX06ctqNzazXl91L+WU3h521IlWFCfcrgZV6S4ZHGucG556lHKhESy6fFZZOrehJWbPA6scEuaNEbTttJRIWqiInJOnH9yf3Vp8bkhRA6PGaPsJtT+nUi8e62+e++CtP5dMOEctpIcrsU3gG7pQ4ZCG+77/gnjs048vKWozOYdRmzoyaZOIKrGPujkH5iJkDDTkUg==,Stravovanie/Potraviny,3,172,2024-02-01 17:58:11,2024-02-01 17:58:18,16,16
398,O-53F14C07D2894695B14C07D289269569,35793783,88820202794151455,24.01.2024 18:16:15,24.01.2024 18:16:15,,2020279415,SK2020279415,,CB295E97-651FE88F-5E2CDC07-88266A2F-8D53AD47,b'\x00',,14235,PD,58.56,10.1,81.38,0.0,11.71,1.01,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',64A,88820202794151455,Slovensko,Bratislava,83102,12101,Račianska,,STANDARD,Fcg44EN6xADQtfrm+UeG+kgVa4YhkesAM2hFY+I0HJpoXaRvQiJIjV0ifczmCjIpxydXzzuD5qtuZey4l5klDrI8GxXb/DcFngOeoqVju2/OkNtVQIJjNPght6D1pYyokB6bHyIwsPOtIFsZyChjHF8wTrblB5mU1pKikEkXm+lWv+xid9dSl6j4tezb7vFO3W3xRNlZEfoDCkA0qFT2iII0MpsWAcB6Y4WYW9vyoYc31MTa+MY+pcl7euQYlf+CK+6qrJrh66KeUN3i8gwX8oohv/HZA7MMSmgPUmJFFV2g6cUuPSDYf07VgM9qTyMt8amFAvNABBbY8crpyfP7Qg==,Stravovanie/null,3,135,2024-02-02 07:09:27,2024-02-02 07:09:27,3,3
399,O-D19D663EB38845499D663EB3881549F9,35793783,88820202794151419,02.02.2024 09:24:16,02.02.2024 09:24:16,,2020279415,SK2020279415,,C436C568-68B734F8-FBDE5D43-E0A83A45-76AE328C,b'\x00',,503,PD,60.86,24.23,99.68,0.0,12.17,2.42,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',1,88820202794151419,Slovensko,Senec,90301,3561,Boldocká Cesta,,STANDARD,g++JIW0Wu7aFHr8cB1DPl2MOUawwn6z+O6wDNKSds9vY4UKGuTt+bl9a23NaWgCC55+hUsTmcK2Dd8ogaO8kz3B4k2RDyu1kPpPhGOmHclY6Pp4Oya3YoYKRBfeErnF8LNt4ngbDfTDiJ0Aci7B7wFC2sqgMsvsPTXg42Wlt9HLeBodtPCW51b379g8cnHSuvItJepeelaXSpyCHe+e5Pa3vm7E6KTlxPGiR76+zjRRr47tqtqf3qEEqxqUkBaCd1OB0rWSHvpvhvS1g9MA+FZ7Q9s8jY5Z7tVgUB8LsMxfhBPrNQDe2f+e3T64NGYbm62qHWYyql2X4tGMwofeEsA==,Stravovanie/null,3,3,2024-02-02 12:34:55,2024-02-02 12:34:56,5,5
400,O-7F2D3B33A6A14D26AD3B33A6A1ED26C4,00168840,88820203723430012,02.02.2024 08:58:03,02.02.2024 08:58:03,,2020372343,SK2020372343,,17006C35-CA82C331-DC5241F6-DB789835-09510330,b'\x00',,142,PD,5.83,0.0,7.0,0.0,1.17,0.0,20.0,10.0,b'\x00',,Slovensko,2020372343,SK2020372343,00168840,Galanta,"COOP Jednota Galanta, spotrebné družstvo",,953,Revolučná štvrť,b'\x01',5,88820203723430012,Slovensko,Senec,90301,142,Námestie 1.mája,,STANDARD,MLujeW4obW8rDT/rkxebr1UzsN926TUXqug5qGL0lLfV9DLKatunMPxe0IH242gEPtkmLr5bBseCi6TNtU8jvzT6JHUOaKtiJxuSIdnrGovNxeN9oKBFBQXZMbsjdeMlHOYZnJTr2JAk7rbXefxuajJ7Fopnm+Mx9ORMN77daNAz1JACJ/n8i85pNxEj0uQSVw3BhlLgiOdwf8zpKpzyBmgsFY1uzpFYVi+PC67yM2eRBIPRLLvZ6TJja10fqZm2JBbiZx5OshnltU+5QRvwOTrdeqJDUo98XWDskhaQk83Bk2GG5kUqokMqv7ZuWREcbXMSp+ry/9xItpqCNKC8ow==,,144,173,2024-02-02 12:35:19,2024-02-02 12:35:19,5,5
401,O-3751E2B77A714EEB91E2B77A71DEEB49,31322832,88820203726400365,18.01.2024 08:36:16,18.01.2024 08:36:31,,2020372640,SK2020372640,,1d03b9ad-d67b6d13-22078ca8-1f428084-f2597e55,b'\x00',,2997,PD,58.44,0.0,70.13,0.0,11.69,0.0,20.0,10.0,b'\x00',,Slovensko,2020372640,SK2020372640,31322832,Bratislava - mestská časť Ružinov,"SLOVNAFT, a.s.",,1,Vlčie hrdlo,b'\x01',,88820203726400365,Slovensko,Senec,90301,34,Bratislavská,,STANDARD,dERFHSJq5p992neZbBnCreCYHZiEn4+xT8Ru48C/Jzt1WFM9XgQOUymrSQ9dBgaYzHo5rO0hx2aG+XzYGQBSTyyjjcAZg19duKsaaQWSlbj+I5z4DeDI0qysS1DSZbemAfL+yd9+L31pE/iySfL+hP9hQOL5r/L/v9I4z1Lw0L9CFgaj4QuC5YxuvSjm+XCiWZfkpAUJ+cwk001pJd1w15PNPwofYQzOxlvE4n5oO+bd1UblHVNELgsxu0n0LOA7byoxJ3mFVmAAK5BPW/gY8LHFA7R8GYFPKR4WKEq5Kg8qvxAdONlPQRu8+T83dwm3z5nCWWtZOAr9qewGaN6wVw==,Auto-moto/null,4,4,2024-02-02 12:36:34,2024-02-02 12:36:34,5,5
402,O-EA64314559334544A43145593365447F,46868674,88820236268580037,02.02.2024 09:17:15,02.02.2024 09:17:15,,2023626858,SK2023626858,,EAA87A1E-91F34779-0FEAD410-14B4EF36-55B90F99,b'\x00',,110,PD,15.79,0.0,18.95,0.0,3.16,0.0,20.0,10.0,b'\x00',,Slovensko,2023626858,SK2023626858,46868674,Bratislava - mestská časť Ružinov,Pepco Slovakia s. r. o.,,6,Nevädzová,b'\x01',,88820236268580037,Slovensko,Senec,90301,15,Mierové námestie,,STANDARD,dyDu96C5SXfaHbGENK3drORAL+b1L/Yknef31m8Vtgdl62380hDFIxsMACYumlgwrOnvOxvwLvZRSsvUEdQwm0TvMvAMOdZ5WVW8SiOzjoKDT5FcsTz3QYUZEHIyDSddSAF8xYrE8btLeW3CHXRnWSTkYUYTYFOKMhGVyA20tapvPOJAoWZagMzMdz4X5XoLTcTOgvjU1DEdQ6wXatG4dms6EHvrhyJPw0ryi8qRIHW5QNFpbB1ylfG7ia8E5zHzCnYJpZzrg7HrexT+j6Goi1hV7SSl3mwFEhpJUygkp9998F53Do3KYJDRmZI8Ja3PLwT/HMI74XmnWNVbVFuBZw==,Oblečenie a obuv/null,48,174,2024-02-02 12:37:34,2024-02-02 12:37:34,5,5
403,O-C1C33F6AA52348B7833F6AA523C8B775,35790164,88820202342160722,02.02.2024 19:08:04,02.02.2024 19:08:04,,2020234216,SK2020234216,,D65AFF1E-C424E7C8-507EC8A5-C7ACB626-FAAF568F,b'\x00',,647,PD,35.15,11.07,54.36,0.0,7.03,1.11,20.0,10.0,b'\x00',41/A,Slovensko,2020234216,SK2020234216,35790164,Bratislava - mestská časť Nové Mesto,Kaufland Slovenská republika v.o.s.,,,Trnavská cesta,b'\x01',5,88820202342160722,Slovensko,Bratislava,82106,12738,Slovnaftská ulica,,STANDARD,AX6BNrc1/IjxB15DPW3KNyWEikFeR7KBtomAtJ60mn/Ja9gEyoG8hLBkaWfqd+GC8fnyCmXFWDRzScOyFzpJsgNvJXOnKBGVw3/gTeE0r2X8xjcaTgbRfN8ZBIs0HJ6637kX1cnb9I0g5/B08vZYKm7UzE9dMNEFSUAPBELwyugVbNH8YOjHwSIzgQUaTm2jyh4FSaGqSyWCKAbjET0wCxqVjO5n7ZPO4EB0nB836zYgaSYksRd2P3p71HnH1lP71T+fl0QN4JerAosk0r3lxDjpiARJNZGz6qoCOkbQMaNlyoBUfJh4Iv6Im4WlHhHJwlb2pMGYS/QW+xhU4TnyzA==,Stravovanie/Potraviny,2,175,2024-02-02 18:33:41,2024-02-02 18:33:51,16,16
404,O-7D888C542C384ACD888C542C382ACD92,52015696,88821208675510001,02.02.2024 12:22:13,02.02.2024 12:22:13,,2120867551,SK2120867551,,A977047C-AA5FCAC5-06AB6610-9D8D8865-94DC5490,b'\x00',,284,PD,3.67,,4.4,,0.73,,20.0,,b'\x00',37,Slovensko,2120867551,SK2120867551,52015696,Bratislava - mestská časť Petržalka,Harol s. r. o.,,1611,Lachova,b'\x01',,88821208675510001,Slovensko,Bratislava,83104,1A,Rožňavská,,STANDARD,IqJWtZot5hs6HbU13qiDioRxmZxop7UTZwE5RsFghZ9+uuXfeYgACsvIRroVWsxT4qWGim5L0RYu+GcRJKZl9OJ6tL0VSWEdKCxperrSup5EWIUbOG9HJs3ts+wNd15jIY21XpbSeeGl1RwJbjFypuCm+m0Ee/Vg7wEA/47afwn0VAx0g+A6f7gTpguabSwRjr3oWgO+YqeDwh8DRJPjvcB2HEhD3XE1vU86Z/FR8tyFH/39lo7A2GlLlzb8kD9yXz2oaJMcLjy4dgswhOBHf9zthuzpQNcSjX9ZNIBrBXWecpo6a0qTzoQJWXtYY9btW+5La2McWkxsAQlxHDaWIw==,Stravovanie/null,145,176,2024-02-07 08:35:13,2024-02-07 08:35:18,19,19
405,O-52D1AACE12CD40AD91AACE12CDD0ADC1,47793155,88820241336500005,02.02.2024 12:38:30,02.02.2024 12:38:30,,2024133650,SK2024133650,,6AAFD6B4-E71E7F0D-07F56F6D-4B1253D4-A9CAE565,b'\x00',,108,PD,9.4,0.0,11.3,0.0,1.88,0.0,20.0,10.0,b'\x00',,Slovensko,2024133650,SK2024133650,47793155,Bratislava - mestská časť Nové Mesto,Slovenský potravinársky priemysel a.s.,,46A,Tomášikova,b'\x01',,88820241336500005,Slovensko,Bratislava - mestská časť Nové Mesto,83104,46A,Tomášikova,,STANDARD,JRhA0Mb1bzZCR5M7gm1k0TVQUAFQBoy9f7py/BHOmdxe39Nmk/OG4P5K/zSDi/6u2m6emwxIgqyCCXnKtV2BcFp5MwHO6NnPxR5O4Oq1iNo7ddmrIh1xKzMTRbI0g34J0g/EtgkMT+rDtnM1t6P1p06jX2o/N6jVGpBeIwolwK6lBCzkWl634Y6iVdN+kt5a5hCHtPN+ICGjtfThFIAYYnOKiNy3W9OYrfrQjn0ApYvdo4pASYWCo0b2sZwFEjpU6KevOWNuh/dvvRecHvP+uS/RDhjp4bqeMZjuTXpjqC8sGMAmkEvKeOOWawNFn70ZUS+l9NXoxc+mGO3hd6gcEQ==,Stravovanie/null,56,154,2024-02-07 08:35:24,2024-02-07 08:35:24,19,19
406,O-28C3B3F67B414F1E83B3F67B41DF1E17,52015696,88821208675510001,08.02.2024 12:54:54,08.02.2024 12:54:54,,2120867551,SK2120867551,,F48BBDE1-AC195505-A82EF7FF-2B95A2D1-8D748605,b'\x00',,1452,PD,4.42,,5.3,,0.88,,20.0,,b'\x00',37,Slovensko,2120867551,SK2120867551,52015696,Bratislava - mestská časť Petržalka,Harol s. r. o.,,1611,Lachova,b'\x01',,88821208675510001,Slovensko,Bratislava,83104,1A,Rožňavská,,STANDARD,Atct/LPDW+ENQfQ0z+w0e2wWaD77QIjKxxRl6i+m0/E7hNOtFWwLdxIX4ri7iglaTVfQFSfgiRxygteqh2WZPmZfkV6RDFPycvfsm9XYaFN2j23KtFSgFe6q2PNqHJGvIB0SHKkRhBj5O78FZi4QVq9RB4kwmqlKwuz+NLjo3uelfcUN90N/nANxJ0CVGghna/iP73A2EN8bc/bQ613Y3m1905K7QnmPWp2B65Z92BE2ly+hIVsDjiONrxSVTwI3HWRmQxPNVyW8LX9bzSeksrawRm8vQa1TbN3/6MiOrnpatwr9hxiJq+7BXAcxzoRmpjwZkPclNgpMFriJMFkuFQ==,Stravovanie/null,145,176,2024-02-08 13:23:07,2024-02-08 13:23:07,19,19
407,O-280587A725C64DD98587A725C6DDD96E,35793783,88820202794152457,08.02.2024 17:50:12,08.02.2024 17:50:12,,2020279415,SK2020279415,,53F5CB78-C51252B5-87D3C46F-A0B476A7-075FCDC0,b'\x00',,4628,PD,7.01,6.43,15.33,-0.15,1.4,0.64,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',,88820202794152457,Slovensko,Most pri Bratislave,90046,,Bratislavská,,STANDARD,jv3+e3ru572Ir89veouYFhS/sq2sB0peeg5R9jI7FyovEBLSVWrD7FnAhtauwHK5SXVx+C/++azGMbCWaT/C2AF6l28o6fx5kXLQF7SnW9Scj13/NInS047v41vrfUs9J6HoGbLCW8yROG7/TCzTV2CXUXaCScv1eCc2BhCV508sZNq0Z5i/n3vTuUaeWI93jM9XzSqyyJsoecnUUJCcltCmk6HGYi92eLzfbAIjmKodWetflfX6A2byQ+DcC+fXTFsNmpAoYnnGdR+ehEsy5mAV9x0wwzSMqWrWzKgO0KsCqGvrIUZjvFTJX16+z8rw8bUlELkmke+O6ExST+cxQA==,Stravovanie/Potraviny,3,172,2024-02-08 18:06:46,2024-02-08 18:07:01,16,16
408,O-89A08173C15A450EA08173C15A050E28,35793783,88820202794152611,05.02.2024 16:34:53,05.02.2024 16:34:53,,2020279415,SK2020279415,,B34A05CA-3F70CE1D-31AABE88-E72704B0-215895BD,b'\x00',,823,PD,8.6,2.97,13.59,0.0,1.72,0.3,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',1,88820202794152611,Slovensko,Senec,90301,3561,Boldocká Cesta,,STANDARD,R1CgYjiG3K3bP0M0lkIG5E1O4tIVS0TDGhe+9w06iT4dVGwyT1uJOToU6jSauW18pr6ag78EE59uPgUFQaqAmDVBg6kyXu/WdGQA2mZqwelnVUKfGSaGGJnTJ4p6bkb8n9sZykXCPzVw9DBghsWf6Q0Jh4qo9FGObz72Y/H6iuNFFAcfuAcyULI++s1zgTqUNywOCjOJQUDrrfR1UyQSTPoCc0ny7K/WXP5x64C57fQ8UDd6f2y5wnh1CmdYr0OtPzeS4f9/R+kXjIk0JcwsieWVSyYf1ZMFMF3Q8p/i9xmvh1b6k+luknkc0qhvEr2h3kaYxspsGGbDzsqz2VBbuA==,Stravovanie/Potraviny,3,3,2024-02-08 18:07:20,2024-02-08 18:07:28,16,16
409,O-456FCDD780A0411DAFCDD780A0D11DBB,48067571,88821200494480006,15.12.2023 12:17:34,15.12.2023 12:17:34,,2120049448,SK2120049448,,A9C827CF-73D1EDFC-1A3D4BF9-48C79D06-462897B4,b'\x00',,715,PD,147.92,,177.5,,29.58,,20.0,,b'\x00',,Slovensko,2120049448,SK2120049448,48067571,Trstená,Svet nápojov s.r.o.,,615,Oravická,b'\x01',D,88821200494480006,Slovensko,Bratislava,83102,26,Račianska,,STANDARD,E2GS9j6PV7wyfY0meoWbjK5SCzH5s9ioIcE8x2IAaWOqbRoUq0raToNc8jGU3rd2Q/Mk/AnNnCfpVGGY98oCPpCLfOdFv+FM59Qlyckdlo/IazZoujASqtyhteGSa2p0blGDB1SnUKHfmHy7imml7SAllyF8ELVMjCJob86FAjC8EHV/soaY0NiGXHuom8ty++OrD5TtkdVbgCkGco5BxBmkRC9fkG15M/D4HroMSKHAg4A3sfnRkLJ7MpdbIZDomK7BQPwakOjuvmdtHc75+sxURa5YQ43j/9DUQSgA8eRinmPnnI24p8VQojxPU1zx3VjNJcyXEstnO6naVkGE2Q==,Ostatné výdavky/Darčeky,146,177,2024-02-08 19:54:07,2024-02-08 19:55:18,12,12
412,O-D962FFB3DC754FA3A2FFB3DC754FA3BF,47793155,88820241336500006,09.02.2024 12:16:49,09.02.2024 12:16:49,,2024133650,SK2024133650,,03CD6315-AFA7F232-FAB3410C-32B45330-5922EA81,b'\x00',,4117,PD,31.07,5.05,42.84,0.0,6.22,0.5,20.0,10.0,b'\x00',,Slovensko,2024133650,SK2024133650,47793155,Bratislava - mestská časť Nové Mesto,Slovenský potravinársky priemysel a.s.,,46A,Tomášikova,b'\x01',,88820241336500006,Slovensko,Bratislava - mestská časť Nové Mesto,83104,46A,Tomášikova,,STANDARD,ToVAwUB/I9ZSbe63wrSBd7wU+VOF4YijIRKWgr3TkG/n/dZQmMHAhhVuRxBVopSYgXWae9VWwWSrHjWRizo4AYXmhRZqzT2gd9u/hknhCI7Lv4A7VgnMFw6VmmPAT8YPaQBS+3MicO/l4e6eI/zFvq6PPqU+eq+NzHeLuTowTM9iB3e6eIxtpUhPur2gf+hVF7Bm2uthqH3tAiy03f0VXu23Blur/jrkU7S+ERsdpkxbo+jDHk6PFc0l8NX1ZbtnXQsiiuS3wag6iUsG1p9yew6m2a6ugLFeFLL1Aemfm6T9JMdKZgDm4FxgADxsPjibYtun2OijmS5d+TfQHseIpg==,Stravovanie/null,56,154,2024-02-09 11:26:51,2024-02-09 11:26:51,19,19
413,O-B87B5B86F48B4CC3BB5B86F48BFCC321,51286955,88821206699690002,09.02.2024 11:56:18,09.02.2024 11:56:18,,2120669969,SK2120669969,20241281,8616DEC2-BC25D9E6-9C64AD3E-06E05258-840126FC,b'\x00',,118,UF,,,62.52,,,,,,b'\x00',21,Slovensko,2120669969,SK2120669969,51286955,Bratislava - mestská časť Ružinov,"BAGPIPERS, s. r. o.",,1569,Sinokvetná,b'\x01',E,88821206699690002,Slovensko,Bratislava,83104,50,Tomášikova,,STANDARD,Z6WojjVfdDbYNW3LDgiQbGnetwft26TnhsnBd5I/4Y/T8M5ED+Dg/SCo1Xk4WsoaMyXNFpm+UVcgo4cwdRgym2HdH6bOPppq81djDzihYtFJ2QWlrb11fGgx9YkfPrRHSQ/LsNzUbeuiSgeGs1EZyNp7WM3A8Oz1pHzrOhY9yuxJ+4Lyr1j34Kg8O+jHIcM64yaP1KRM6xGq1NsLQszr5FkVVcPBKKZIcR5OnGaN31U8bbQVR+0PxneEf570BSWzPcWNnC9RitWQ2tMnvTAqncFI9/Yx+Jug27pI58BC8MRpRA4iFTl2fwNJ3ETusDbNAj2ARmZ+4uuPFGTeyM+k+w==,Oblečenie a obuv/null,27,178,2024-02-09 11:27:07,2024-02-09 11:27:07,19,19
414,O-A7BBD9E6A76C4F88BBD9E6A76CBF888F,31393781,88820203545340338,08.02.2024 18:35:08,08.02.2024 18:35:08,,2020354534,SK2020354534,,C9FB1896-FA591FEB-255E558E-2122EC67-91FF0843,b'\x00',,2738,PD,23.08,0.0,28.0,0.3,4.62,0.0,20.0,10.0,b'\x00',,Slovensko,2020354534,SK2020354534,31393781,Bratislava - mestská časť Rača,"dm drogerie markt, s.r.o.",,18,Na pántoch,b'\x01',,88820203545340338,Slovensko,Senec,90301,5870,Bratislavská,,STANDARD,kh7DG7x62TL+MywVARGpOG0dz7FVwKTiGls0F0ZdGw73k43GoLGNATzmotk9eLhbhusybp/98WSUD2ce3f7CmPwsqNxE/ebGK8+DTSv04EnVVgNiOjCGgsbSAqI5WiyMh03fAvnkGGStQFspI+tG91dw6LgBNIu1Gbu0+JES0JwlMrvmFHSNFlQP1CCrk8qvZE+TBqROPshiPoLLVgvanccy6Chw5JLJD6tYoMUh5sYBvHC1wdXP0PL9eYRRDq5GNmvG0p3RYzL5crD6VvYn+2+8BKYQvn9WUp3xKG2oSPlG6661ZbqtCkHTVrwAanNDWBUNEXq4h4C9HKBqjvlHEw==,Zdravie a osobná starostlivosť/null,16,179,2024-02-09 14:11:06,2024-02-09 14:11:06,19,19
415,O-FB5518439694468895184396947688A4,35793783,88820202794151883,09.02.2024 19:18:36,09.02.2024 19:18:36,,2020279415,SK2020279415,,680E52C5-C4DAD48F-EBFE876B-6D156214-D0D583E2,b'\x00',,6656,PD,95.3,31.69,149.22,0.0,19.06,3.17,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, v.o.s.",,1E,Ružinovská,b'\x01',24A,88820202794151883,Slovensko,Bratislava,82104,16445,Galvániho II.,,STANDARD,hvsGpEWtwiZkZM33ewKcHXa9mJRvknUEDRqGP+45H0GFamlYwjRYUpdG5WnXpUDp0AR4/cPPsmgofmYb5D1MW8F3jwQVsL2JjuHtKJ7Bv6bcAD2dC+xZe1ouBvc4Z67riNfZKReL+IBREfEGb5Qd29swrvn8y4NR1Uu6gdI03XuDnUnIBltRoVToR7LDYxWZBxWiwVKdQuoGLfSo6qIP/o8Q7pU40ce6nhuo0OdyA1zi3QMOwOeAuCCk8E3aeMzWfG62hYCokshB+oTJ+/MutUqebflkPnDhx9+aKwM1UeQ7qvikAlsCPPdyDyRa7ZsZGUdqAxoPCG7BE0m6RCZ5rw==,Stravovanie/null,3,5,2024-02-09 18:19:18,2024-02-09 18:19:18,3,3
416,O-F07031B4835C498FB031B4835C198F08,50020188,88821201510110067,07.02.2024 15:51:22,07.02.2024 15:51:22,,2120151011,SK2120151011,,C9CC5B86-F4896AE0-C2C6A73E-19989AAD-67606B29,b'\x00',,2921,PD,8.87,7.75,19.16,0.0,1.77,0.77,20.0,10.0,b'\x00',3,Slovensko,2120151011,SK2120151011,50020188,Bratislava - mestská časť Petržalka,TERNO real estate s.r.o.,,,Bratská,b'\x01',,88821201510110067,Slovensko,Veľký Biel,90024,34,Obchodná,,STANDARD,cHoTrZX83IRD2al0wPXhtbD/k0YShZktsBlF4glBnk9JSdsvBEkjG4O73/aVKc1K4LjK3qFDWUZMM+pTyGp6OMMObNcn+VLcTanCHh4JCUzeE36MKo3+T6dkHv2byVfIvcWD8/VsbiZph1nHrQoNBEsd/ZsxP+wJk/k+2xxK8ASEmXL4ekD+ABhNhVk+fj+/XvmpY6rl4qDrZcjnKvoGDpmkX7QejMGSm4Ef1PZNwiCJpHELG94Dv2McA9eBK651CYMovzefkdFppJXxVDRuJlqy9EYExRMlgUk532x7jPiGFNDoTJIuCdfjTgAbxyWzHojN5q811PP9MiQi+qbLLQ==,,124,145,2024-02-10 19:37:29,2024-02-10 19:37:29,5,5
417,O-92BFDA33050147FEBFDA330501B7FE39,31393781,88820203545340338,08.02.2024 18:43:58,08.02.2024 18:43:58,,2020354534,SK2020354534,,E2042696-4AA58319-4032B7B5-BDCDFD07-42E7E9EE,b'\x00',,2744,PD,61.54,4.64,78.95,0.0,12.31,0.46,20.0,10.0,b'\x00',,Slovensko,2020354534,SK2020354534,31393781,Bratislava - mestská časť Rača,"dm drogerie markt, s.r.o.",,18,Na pántoch,b'\x01',,88820203545340338,Slovensko,Senec,90301,5870,Bratislavská,,STANDARD,epUWg7EPdnjc5SSJvbufGWlLnvo8mFrQFL+vY/79sOC/NZUf9PdiGleKNtGIKI4qpv5JqXIwfY8qE35fdq6d5jnso949f3RSZz3FWBoy8WUUyfcjpw/QaYg9IgkH4gaS2GczDhmGDTjSPLbWBPJXbUbQqfseeNUezJ9gmHuyFg2qEprzs0WqaZw/vkoTzstUVVeocv0vlpvDO7CMIdK6goxG4cFvm7zOO5n/WVcXfRxtuG0biwrn/LLNm4IGKcUD4eTi3wvKrJKv4t2WF2G4HJpJl8/F6gbWLoCuiGjjwZDLGFE0C6MIsFQh6ErRICpXYw/BKoAWunHrW7BRgX61WA==,Zdravie a osobná starostlivosť/null,16,179,2024-02-10 19:37:37,2024-02-10 19:37:37,5,5
418,O-38B9F3C8A7684813B9F3C8A7687813CE,31347037,88820203125030216,09.02.2024 08:43:45,09.02.2024 08:43:45,,2020312503,SK2020312503,,95251EBE-2DA00DC8-B11756F6-483C2855-D06B0E0D,b'\x00',,2434,PD,41.47,19.43,72.19,1.05,8.29,1.95,20.0,10.0,b'\x00',19/A,Slovensko,2020312503,SK2020312503,31347037,Bratislava - mestská časť Ružinov,BILLA s.r.o.,,,Bajkalská,b'\x01',A,88820203125030216,Slovensko,Senec,90301,1,Svätoplukova,,STANDARD,OSX9dl231R/ue/vzNhpSr8YZ0hZT1HRlVfQyaOLfwyU8ynaFAmRImlMyP2e7/ISXAB9hXXYKERNRCUHaUY1H5jBihsAoxxtvEQZ4syNpOFsJAu1ZbjGnHNtIFPXj5gGe5sNmbifpxSy0X+tjyYyea4aVEW6QKjIeJTj/Xz0/bnkXJkGfkWw+SHOF3E380wEJP8pWDlemKaiXkeBk8uOiX4x/Rc+XUs9/S4NpYgsGSzpvUnJuywc3o2cPdHc5O+o2oj3I5Kgz6jIjB8vwQXeRKetreDNfEWlwpn66wIH6tnQ3+wVKzKcMXnSwkM5AvF7eiBwJCKwmT43R+sc39uvhFg==,Stravovanie/null,1,137,2024-02-10 19:37:48,2024-02-10 19:37:48,5,5
