id,name,item_type,price,vat_rate,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden
3659,TS Šúľance mak.450 g,K,1.99,20.0,frozen/instant,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3660,Kostíci sl.bie.109g ,K,0.95,10.0,meat/meat-products,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3661,Jablká Evelina uk.  ,K,2.4894067796610173,10.0,fruits-veg/fruit,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3662,Kuracie rezne       ,K,6.988071570576541,10.0,meat/meat,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3663,Rajo Sm.kyslá 250g  ,K,1.39,10.0,dairy/cream,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3664,D YoPRO čok.ori.180g,K,1.99,20.0,free-time/other,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3665,Nutella 350 g       ,K,3.99,20.0,basic/spread,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3666,Banány voľné        ,K,1.688034188034188,20.0,fruits-veg/fruit,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3667,Rajo Smot.šľah.180ml,K,1.39,20.0,dairy/cream,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3668,COCA-COLA 2 l VO PET,K,1.89,20.0,drinks/non-alcoholic,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3669,FJ Suš. parad. 180 g,K,2.09,20.0,basic/tea-coffee-soups,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3670,RELAX JAHODA S D. 1l,K,1.99,20.0,drinks/juice,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3671,PECIACI PAPIER 20m  ,K,2.69,20.0,home/office,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3672,HO REZANCE VIACVAJEC,K,1.25,20.0,basic/pasta,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3673,Hellm.Majolen.405ml ,K,3.89,20.0,basic/sauces,41,134,2024-03-28 09:36:22,2024-03-28 09:36:41,5,system,b'\x00'
3674,H Mrkva s hráš.330 g,K,1.79,20.0,frozen/fruit-vegetable,41,134,2024-03-28 09:36:22,2024-03-28 09:36:42,5,system,b'\x00'
3675,TS zemiaky A 2 kg   ,K,2.69,10.0,fruits-veg/vegetable,41,134,2024-03-28 09:36:22,2024-03-28 09:36:42,5,system,b'\x00'
3676,DZ JAH 340g         ,K,2.59,20.0,health/vitamins-ointments,41,134,2024-03-28 09:36:22,2024-03-28 09:36:42,5,system,b'\x00'
3677,POCT.SUN.100g       ,K,1.99,20.0,meat/meat-products,41,134,2024-03-28 09:36:22,2024-03-28 09:36:42,5,system,b'\x00'
3678,CC FJ C.OL.B.K300g/1,Z,-0.6,20.0,other,41,134,2024-03-28 09:36:22,2024-03-28 19:41:54,5,system,b'\x00'
3679,"Denkmit osv.vzd.gél.Lemon,1             ",K,0.95,20.0,home/cleaning,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3680,"Profisimo guma na nečis.,6k             ",K,2.45,20.0,home/office,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3681,Jessa slip.vložky dlhé C.40             ,K,1.45,20.0,home/maintenence,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3682,Swimpon tampóny 6ks                     ,K,2.35,20.0,health/lady,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3683,Ambi Pur Car Origins Wood 2             ,K,3.95,20.0,snacks/sweet,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3684,dmBio Tyčinka ban.jabl.viš.             ,K,0.7,20.0,baby/food,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3685,o.b. tampóny 16ks                       ,K,3.45,20.0,other,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3686,o.b tampóny 16ks                        ,K,3.45,20.0,other,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3687,dmBio špal.musli chrum.                 ,K,3.15,20.0,basic/morning,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3688,Naturella vlož.ultra norm 2             ,K,2.65,20.0,health/lady,16,179,2024-04-05 12:25:30,2024-04-05 12:25:43,5,system,b'\x00'
3689,RYŽA DLHOZR.1kg     ,K,1.59,20.0,basic/sugar-flour-rice,1,137,2024-04-09 15:08:49,2024-04-09 15:09:07,5,system,b'\x00'
3690,Banány voľné        ,K,1.6920473773265652,20.0,fruits-veg/fruit,1,137,2024-04-09 15:08:49,2024-04-09 15:09:07,5,system,b'\x00'
3691,Professorado Rum 3  ,K,11.49,20.0,drinks/alcohol,1,137,2024-04-09 15:08:49,2024-04-09 15:09:07,5,system,b'\x00'
3692, ZĽAVA PRE ČLENA                        ,Z,-1.5,20.0,other,1,137,2024-04-09 15:08:49,2024-04-11 11:07:48,5,system,b'\x00'
3693,Sedáno/zeler        ,K,1.09,10.0,home/office,1,137,2024-04-09 15:08:49,2024-04-09 15:09:07,5,system,b'\x00'
3694,Jablká Pink Lady    ,K,2.9870129870129873,10.0,fruits-veg/fruit,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3695, ZĽAVA PRE ČLENA        0.01            ,Z,-1.72,10.0,other,1,137,2024-04-09 15:08:49,2024-04-11 11:07:48,5,system,b'\x00'
3696,Karotka voľná SF    ,K,1.3941299790356396,20.0,fruits-veg/vegetable,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3697,Karfiol kus         ,K,1.69,10.0,fruits-veg/vegetable,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3698,RELAX JAH.1L 44%    ,K,2.19,20.0,drinks/juice,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3699,mlieko čerst.polot  ,K,1.19,10.0,dairy/milk,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3700,MorcaDella Premium  ,K,3.15,20.0,meat/meat-products,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3701, ZĽAVA PRE ČLENA                        ,Z,-1.16,20.0,other,1,137,2024-04-09 15:08:49,2024-04-11 11:07:48,5,system,b'\x00'
3702,RC 100% Jablko 1l   ,K,1.99,10.0,basic/oil-acid-grease,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3703,Kaleráb s vňať.kus  ,K,0.49,10.0,fruits-veg/vegetable,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3704,BRAV.STEHNO         ,K,4.1891891891891895,10.0,meat/meat,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3705,BASK RYŽA GUĽ.1kg   ,K,1.49,20.0,basic/sugar-flour-rice,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3706,DV JABLKO BEZ CUK.  ,K,0.75,20.0,baby/food,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3707,Billa ml.mak 200g   ,K,2.49,20.0,pastry/sweet,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3708,KURČA+2ŠTVRTE       ,K,2.29020032485111,10.0,meat/meat,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3709,High pr.mixI 200g   ,K,1.59,20.0,home/maintenence,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3710,jog.smot.čok.145g   ,K,0.39,10.0,dairy/joghurts,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3711,smot.kys.Rajo 375g  ,K,1.59,10.0,dairy/cream,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3712,jog.smot.jah.145g   ,K,0.39,10.0,dairy/joghurts,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3713,VIANOČKA OLZ        ,K,3.29,20.0,pastry/sweet,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3714,Rajo mnam van.145g  ,K,0.65,10.0,dairy/joghurts,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3715,Bab.podst.vaj.15/M  ,K,3.29,20.0,meat/meat,1,137,2024-04-09 15:08:49,2024-04-09 15:09:08,5,system,b'\x00'
3716,Banány              ,K,1.089613034623218,20.0,fruits-veg/fruit,2,202,2024-04-12 10:46:56,2024-04-12 10:47:13,5,system,b'\x00'
3717,Kivi 1kg            ,K,3.49,20.0,fruits-veg/fruit,2,202,2024-04-12 10:46:56,2024-04-12 10:47:13,5,system,b'\x00'
3718,"Gambrinus 10% 0,5L  ",K,0.77,20.0,fruits-veg/vegetable,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3719,Záloha Plechovka    ,K,0.15,0.0,drinks/non-alcoholic,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3720,"Professore 38% 0,5 l",K,10.99,20.0,free-time/books-news-magazines,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3721,Špal.múk.hl. 1 kg   ,K,1.39,20.0,basic/sugar-flour-rice,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3722,la perla tuniak135g ,K,1.29,20.0,basic/canned-fish,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3723,Kubík malina 400ml  ,K,0.89,20.0,drinks/juice,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3724,Záloha PET          ,K,0.15,0.0,drinks/non-alcoholic,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3725,Morca della 400g    ,K,1.49,20.0,meat/meat-products,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3726,Gurmán kečup 860g   ,K,3.99,20.0,basic/sauces,2,202,2024-04-12 10:47:17,2024-04-12 10:47:17,5,system,b'\x00'
3727,mlieko čerst.polot  ,K,1.29,10.0,dairy/milk,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3728,Losos filety 170g   ,K,1.99,20.0,meat/fish,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3729, ZĽAVA PRE ČLENA                        ,Z,-0.64,20.0,other,1,137,2024-04-12 10:47:40,2024-04-12 11:08:01,5,system,b'\x00'
3730,Barilla spagh.500g  ,K,2.19,20.0,basic/pasta,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3731,F.JOSEF OLIV.OLEJ   ,K,6.99,20.0,basic/oil-acid-grease,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3732,Cvikla voľná        ,K,0.9854771784232365,20.0,dairy/cheese,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3733,Reďkovka červená    ,K,0.49,20.0,fruits-veg/vegetable,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3734,Toreador saláma     ,K,10.520833333333334,20.0,meat/smoked,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3735,Gazdovská šunka     ,K,9.907407407407408,20.0,meat/meat-products,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3736,SACLA PESTO PAR190  ,K,3.69,20.0,home/maintenence,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3737,Juniorky 10/S       ,K,1.69,20.0,dairy/eggs,1,137,2024-04-12 10:47:40,2024-04-12 10:47:41,5,system,b'\x00'
3738, -25% O+Z               25%             ,Z,-0.92,20.0,fashion/clothes,1,137,2024-04-12 10:47:40,2024-04-12 11:08:01,5,system,b'\x00'
3739,82209031040304 Pán. tricko 1/2 CA       ,K,4.99,20.0,basic/tea-coffee-soups,163,203,2024-04-12 10:47:56,2024-04-12 10:47:56,5,system,b'\x00'
3740,82209051050307 Pán. tricko 1/2 CA       ,K,4.99,20.0,basic/tea-coffee-soups,163,203,2024-04-12 10:47:56,2024-04-12 10:47:56,5,system,b'\x00'
3741,82209071060300 Pán. tricko 1/2 CA       ,K,4.99,20.0,basic/tea-coffee-soups,163,203,2024-04-12 10:47:56,2024-04-12 10:47:56,5,system,b'\x00'
3742,82174391000605 Pán. pono?ky             ,K,6.99,20.0,basic/baking,163,203,2024-04-12 10:47:56,2024-04-12 10:47:56,5,system,b'\x00'
3743,82072501900602 Pán. pono?ky             ,K,6.99,20.0,basic/baking,163,203,2024-04-12 10:47:56,2024-04-12 10:47:56,5,system,b'\x00'
3744,Akciová zlava       ,Z,-1.4,20.0,home/plants-garden,163,203,2024-04-12 10:47:56,2024-04-12 11:08:01,5,system,b'\x00'
3745,dmBio chrum.musli čoko                  ,K,3.15,20.0,basic/morning,16,179,2024-04-12 10:48:13,2024-04-12 10:48:13,5,system,b'\x00'
3746,DONTODENT z.nit sens floss              ,K,1.75,20.0,drugstore/hygiene,16,179,2024-04-12 10:48:13,2024-04-12 10:48:13,5,system,b'\x00'
3747,hello viva jahoda   ,K,1.49,20.0,basic/sauces,1,137,2024-04-15 12:36:25,2024-05-21 11:03:40,5,system,b'\x00'
3748,Králik mladý        ,K,7.692939244663382,10.0,dairy/cheese,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3749,Jablká Evelina      ,K,2.4857142857142853,10.0,fruits-veg/fruit,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3750,Petržlen 350g       ,K,2.39,20.0,fruits-veg/vegetable,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3751,Zeler voľný         ,K,1.685649202733485,20.0,fruits-veg/vegetable,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3752,SF kryš.cuk.1kg     ,K,1.59,20.0,home/maintenence,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3753,Cuketa voľ.BonVia   ,K,2.595108695652174,10.0,snacks/sweet,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3754, ZĽAVA PRE ČLENA        0.01            ,Z,-0.89,10.0,other,1,137,2024-04-15 12:36:25,2024-04-16 11:09:14,5,system,b'\x00'
3755,SOĽ KAMENNÁ 1kg     ,K,0.42,20.0,basic/flavoring,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3756,Petti pas.par.500g  ,K,0.99,20.0,home/office,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3757,Flora orig. 400g    ,K,1.89,20.0,dairy/butter,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3758,Paprika mleta 250g  ,K,3.79,20.0,basic/spices,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3759,suš. Lotus 250g     ,K,1.65,20.0,fruits-veg/dried-nuts,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3760,Cookies čok.150g    ,K,1.19,20.0,snacks/sweet,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3761,Milsy jog.jah.145g  ,K,0.68,10.0,dairy/joghurts,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3762,smot.šľah.Rajo 180  ,K,1.39,20.0,dairy/cream,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3763,Act.Prot.čok.200g   ,K,1.49,20.0,dairy/milk,1,137,2024-04-15 12:36:25,2024-04-20 15:41:35,5,system,b'\x00'
3764,treska exklus.200g  ,K,2.59,20.0,meat/fish,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3765,CL.POLOT.TV.250g    ,K,0.99,20.0,home/accessories,1,137,2024-04-15 12:36:25,2024-05-14 08:32:08,5,system,b'\x00'
3766,Toreador saláma     ,K,10.5,20.0,meat/smoked,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3767,Kuracia šunka       ,K,8.91156462585034,20.0,meat/meat-products,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3768,Sl.ora.slanin 200g  ,K,3.19,20.0,meat/meat-products,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3769,BILLA VIANOČKA350g  ,K,1.89,20.0,pastry/sweet,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3770,Rajč.cherry 250g    ,K,2.89,10.0,fruits-veg/vegetable,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3771,Hrozno biele voľné  ,K,2.688679245283019,20.0,fruits-veg/fruit,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3772,MISTRAL ZELENÝ ČAJ  ,K,1.69,20.0,basic/tea-coffee-soups,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3773,BILLA TP 16X160 3V  ,K,5.39,20.0,home/bags,1,137,2024-04-15 12:36:25,2024-04-15 12:36:43,5,system,b'\x00'
3774,DÁMSKE TRIČKO     ,K,9.99,20.0,fashion/clothes,107,120,2024-04-18 06:52:40,2024-04-26 06:56:17,7,7,b'\x01'
3775,DÁMSKE JEANS NO   ,K,22.99,20.0,fashion/clothes,107,120,2024-04-18 06:52:40,2024-04-26 06:56:10,7,7,b'\x01'
3776,DÁMSKE TRIČKO     ,K,12.99,20.0,fashion/clothes,107,120,2024-04-18 06:52:40,2024-04-26 06:56:22,7,7,b'\x01'
3777,"Vrecko organzové, 9x12 cm - biele",K,0.76,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:01,7,system,b'\x00'
3778,"Vrecko organzové, 9x12 cm - zelené",K,0.76,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:01,7,system,b'\x00'
3779,"Vrecko organzové, 9x12 cm - svetlomodré",K,0.76,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:01,7,system,b'\x00'
3780,"Vrecko organzové, 9x12 cm - žlté",K,0.76,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:01,7,system,b'\x00'
3781,"Vrecko organzové, 9x12 cm - ružové",K,0.76,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:01,7,system,b'\x00'
3782,"Bublifuk 60ml, chlapčenský motív",K,1.14,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-26 06:42:04,7,system,b'\x00'
3783,"Bublifuk 60ml, univerzálny motív",K,1.14,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:02,7,system,b'\x00'
3784,"Bublifuk 60ml, dievčenský motív",K,1.14,20.0,home/maintenence,5,30,2024-04-18 06:53:01,2024-04-18 06:53:02,7,system,b'\x00'
3785,60097001            ,K,1.0,20.0,fruits-veg/fruit,48,54,2024-04-18 06:53:28,2024-04-18 06:53:28,7,system,b'\x00'
3786,Linecké srdiečko DELÍCIA,K,2.6,20.0,home/accessories,164,204,2024-04-18 06:54:44,2024-04-18 06:54:44,7,system,b'\x00'
3787,strúhadlo ploché,K,4.7,20.0,home/office,164,204,2024-04-18 06:54:44,2024-04-18 06:54:44,7,system,b'\x00'
3788,torte e cannoli ,K,3.0,10.0,basic/pasta,165,205,2024-04-18 06:55:10,2024-04-18 06:55:10,7,system,b'\x00'
3789,Včelí med kvetový 950g bio,K,12.95,10.0,basic/jams-marmelade-honey,54,61,2024-04-18 09:47:51,2024-04-18 09:48:09,7,system,b'\x00'
3790,Pohánkové krúpy bio 500g,K,3.15,20.0,home/office,54,61,2024-04-18 09:47:51,2024-04-18 09:48:09,7,system,b'\x00'
3791,Nápoj kokosový s agáve 1l bio ECOMIL,K,3.5,20.0,drinks/non-alcoholic,54,61,2024-04-18 09:47:51,2024-04-18 09:48:09,7,system,b'\x00'
3792,Tyčinka jahodová 30g bio LUBS,K,1.5,20.0,snacks/sweet,54,61,2024-04-18 09:47:51,2024-04-18 09:48:09,7,system,b'\x00'
3793,Tofu curry 200g bio ,K,3.75,20.0,basic/soy-products,54,61,2024-04-18 09:47:51,2024-04-18 09:48:09,7,system,b'\x00'
3794,TOTO MAGNÉZIUM B6 60cps,K,8.5,20.0,health/vitamins-ointments,19,159,2024-04-18 09:48:17,2024-04-18 09:48:17,7,system,b'\x00'
3795,NUROFEN RAPID 400 CPS 30,K,5.99,10.0,health/medical-supplies,19,159,2024-04-18 09:48:17,2024-04-18 09:48:17,7,system,b'\x00'
3796,115 Halibut filet chladeny      Bal kg,K,27.89351851851852,20.0,meat/fish,113,127,2024-04-18 09:48:33,2024-04-18 09:48:33,7,system,b'\x00'
3797,"104410 RC speed car 2.4G 1:18          
",K,26.99,20.0,free-time/toys,10,13,2024-04-18 12:26:10,2024-04-26 06:54:57,7,7,b'\x01'
3798,CLEVER zemia.B 5kg  ,K,5.99,10.0,home/maintenence,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3799,Karotka voľná SF    ,K,1.4861995753715498,20.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3800,VÍNO RÍBEZĽOVÉ      ,K,5.09,20.0,drinks/wine,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3801,Cibuľ.lahôd.zväzok  ,K,0.89,10.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3802, ZĽAVA PRE ČLENA                        ,Z,-0.2,10.0,other,1,137,2024-04-20 15:41:16,2024-04-21 11:10:48,5,system,b'\x00'
3803,Paprika extra 500g  ,K,2.99,10.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3804,Banány voľné        ,K,1.053864168618267,20.0,fruits-veg/fruit,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3805,Reďkovka červená    ,K,0.44,20.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3806,CLEVER citrón 500g  ,K,0.69,20.0,home/maintenence,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3807,Jablká Evelina      ,K,2.4846625766871164,10.0,fruits-veg/fruit,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3808,Avokádo kus         ,K,0.99,20.0,fruits-veg/fruit,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3809,bio sels.mlieko 1l  ,K,1.29,10.0,dairy/milk,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3810,Tatr.bio čer.ml.1l  ,K,1.55,10.0,basic/spices,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3811,NAMEX REZANCE CES.  ,K,1.09,20.0,basic/pasta,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3812,BRAV.STEHNO         ,K,3.991228070175439,10.0,meat/meat,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3813,kys.ml.Acidko 450g  ,K,0.99,10.0,dairy/milk,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3814,Praská šunka        ,K,9.493243243243244,20.0,meat/meat-products,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3815,mozz.galb.125g      ,K,1.79,20.0,home/accessories,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3816,Orion čok.var.180g  ,K,2.29,20.0,snacks/sweet,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3817,Parad.pretl.140g    ,K,0.85,20.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-05-14 08:32:07,5,system,b'\x00'
3818,VAR.KNEDĽA 600g     ,K,1.85,20.0,pastry/other,1,137,2024-04-20 15:41:16,2024-04-20 15:41:34,5,system,b'\x00'
3819,Rajč.cherry 250g    ,K,3.69,10.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-04-20 15:41:35,5,system,b'\x00'
3820, ZĽAVA PRE ČLENA                        ,Z,-1.4,10.0,other,1,137,2024-04-20 15:41:16,2024-04-21 11:10:48,5,system,b'\x00'
3821,PARAD.CELÉ 425ml    ,K,1.09,20.0,fruits-veg/vegetable,1,137,2024-04-20 15:41:16,2024-04-20 15:41:35,5,system,b'\x00'
3822,Cisárske párky      ,K,9.888268156424582,20.0,meat/meat-products,1,137,2024-04-20 15:41:16,2024-04-20 15:41:35,5,system,b'\x00'
3823,smot.na šľah.250ml  ,K,1.15,20.0,dairy/cream,1,137,2024-04-20 15:41:16,2024-04-20 15:41:35,5,system,b'\x00'
3824,high prot jog 200g  ,K,1.69,10.0,dairy/joghurts,1,137,2024-04-20 15:41:16,2024-04-20 15:41:35,5,system,b'\x00'
3825,BP vajcia voľ.výb.  ,K,2.49,20.0,dairy/eggs,1,137,2024-04-20 15:41:16,2024-04-20 15:41:35,5,system,b'\x00'
3826,KASTNER RUMBA PFLAUME 200g 6,K,6.9,20.0,home/maintenence,166,206,2024-04-23 14:32:13,2024-04-23 14:32:31,7,system,b'\x00'
3827,"ZLT Mlieko 1,5% 1l  ",K,0.79,10.0,dairy/milk,2,202,2024-04-25 15:25:46,2024-04-25 15:26:04,5,system,b'\x00'
3828,"RajoTvaroh2,5%250g  ",K,0.85,20.0,dairy/cheese,2,202,2024-04-25 15:25:46,2024-04-25 15:26:04,5,system,b'\x00'
3829,Smotana 33% 180ml   ,K,0.99,20.0,dairy/cream,2,202,2024-04-25 15:25:46,2024-04-25 15:26:04,5,system,b'\x00'
3830,K.Harzer.10%.200g   ,K,2.19,20.0,pastry/sweet,2,202,2024-04-25 15:25:46,2024-04-25 15:26:04,5,system,b'\x00'
3831,Slovenské farm.rezne,K,4.992389649923896,10.0,basic/canned-fruits-vegetable,2,202,2024-04-25 15:25:46,2024-04-25 15:26:05,5,system,b'\x00'
3832,Cisárske párky      ,K,5.800970873786408,20.0,meat/meat-products,2,202,2024-04-25 15:25:46,2024-04-25 15:26:05,5,system,b'\x00'
3833,ZLT Slovenská šunka ,K,6.897689768976897,20.0,meat/meat-products,2,202,2024-04-25 15:25:46,2024-04-25 15:26:05,5,system,b'\x00'
3834,Parížsky šalát      ,K,2.1063394683026586,20.0,meat/deli,2,202,2024-04-25 15:25:46,2024-04-25 15:26:05,5,system,b'\x00'
3835,Vianočka 500 g      ,K,1.79,20.0,pastry/sweet,2,202,2024-04-25 15:25:46,2024-04-25 15:26:05,5,system,b'\x00'
3836,K.Kuk.tortilly 370g ,K,1.49,20.0,home/maintenence,2,202,2024-04-25 15:25:46,2024-04-25 15:26:05,5,system,b'\x00'
